# htr=halvtransitiv
# durativ = perfektiv, ad->int

AASIINNGOOQ	<eo:lauxdire/part:som_vanlig_siges_det>
sukaq	stiver (-en); stolpe (-n); pille (-n); søjle (-n)
sukarpaa	nil
sukarsuaq	nil
sukartorpaa	nil
sukartuusrpaa	nil
sukartuut	nil
sukarut	hofteholder (-en); strømpeholder (-en)
sukaraa	nil
sukasagaavoq	nil
sukasarpoq	træner for at blive stærk
sukasarpaa	nil
sukasartippaa	nil
sukasimaarpoq	nil
sukasimaarpoq I	gør sig rigtig umage; gør sig store anstrengelser
sukasimaarpoq II	gør kur
sukasimaarut	nil
sukasimaarutigaa	nil
sukassarpoq	nil
sukassuppaa	nil
sukassut	nil
sukassut (Â´)	accenttegnet for lang konsonant (i den gamle grønlandske retskrivni
sukassutaasaq	nil
sukassutaasaq (~)	accenttegnet for lang vokal plus lang konsonant (i den gamle grønla
sukaterivoq	strammer noget
sukaterpai	nil
sukaterpoq	nil
sukaterpaa	stemmer et strengeinstrument
sukatertuinnaavoq	nil
sukateruppaa	nil
sukatsivoq	nil
sukattoorpoq	der er ikke mere snøre at give af; snøren strammer
sukataarpoq	gør en kraftanstrengelse; tager sig sammen for alvor; strammer sig 
sukataarutigaa	nil
sukavippoq I	vil absolut; er vild efter at...
sukavippoq II	er vildt forelsket i hende
sukisaarsarpoq	fordriver tiden med noget
sukisaarsaarpoq	nil
sukisaarsaarut	nil
sukisaarsaat	tidsfordriv (-et)
sukisaarut	nil
sukkalisaarpoq	har stærk fart på; kommer hurtigt frem
sukkaneqqisaapput	nil
sukkanersaavoq	nil
sukkaniippoq	nil
sukkaniunneq	nil
sukkaniupput	de kører om kap; de ror om kap; der er kapsejlads
sukkasooq	hurtig; noget der kommer hurtigt frem
sukkasuuliaq	speedbåd (-en)
sukkasuumik tillertoq	hurtig puls
sukkat	nil
sukkatigut	nil
sukkatsikkiartorpoq	nil
sukkatsinngisaannarpoq	nil
sukkatsippoq	har fået fart på; kommer hurtigere frem
sukkatsisaat	katalysator ( overført betydn. )
sukkavallaamik anersaartorneq	hyperventilering
sukkavallaaqaaq	nil
sukkavoq	har fart på; kommer hurtigt frem
sukkilluni	nil
sukkinnarpoq	nil
sukkinneq	nil
sukkippoq	får en splint i huden
sukkisaartitsivoq	nil
sukkititsivoq	nil
sukkiut	splint (-en) (i huden)
sukkiutigaa	nil
sukkiutaarpaa	nil
sukkiutaavoq	nil
sukkonermik nappaatilik	diabetiker
sukkoqarpoq	nil
sukkoqut	nil
sukkorneq	diabetes
sukkorneq	diabetes (sukkersyge)
sukkorneq	sukkersyge (diabetes)
sukkorneq	sukkersyge
sukkorneq	sukkersyge (-n)
sukkorneq	diabetes
sukkorneq	sukkersyge
sukkorneq insulinimik pisariaqartitsisoq	insulinkrævende diabetes
sukkornermik misissuineq	glukosebelastning
sukkornermik nappaatilik	sukkersygepatient
sukkorpoq	har sukkersyge
sukkortoq	sukkersygepatient
sukkortunut nakorsaat	insulin
sukku	et stykke sukker
sukku	glukose
sukkuaraq	bolsje (-t)
sukkuararsivoq	nil
sukkuarartorpoq	nil
sukkuarassippaa	nil
sukkuerulluinnarpoq	nil
sukkueruppoq	nil
sukkulerneq ajorpoq	bruger ikke sukker i kaffe eller te
sukkulertarpoq	bruger sukker i kaffe eller te
sukkulaasivik	nil
sukkulaat	chokolade (-n)
sukkulaatitorpoq	nil
sukkunik arrortitsisinnaannginneq	sakkarose intolerans
sukkunngerpoq	nil
sukkunngersivoq	nil
sukkunngersunngorpoq	nil
sukkut I	hvilken vej; hvad vej
sukkut II	sukker (-et)
sukkut-manngertut	kandis (-en)
sukkut-qaqortut	hugget sukker
sukkut?	nil
sukkutorpallaarpoq	nil
sukkutorpoq	nil
sukkaallisoorpoq	nil
sukkaallivoq	nil
sukkaappoq	har ikke meget fart på; kommer langsomt frem
sukoorpaa	nil
sukorseq	en ung fyr; knægt (-en)
sukorserpallappoq	nil
sukuiagaq	nil
sukuiarpaa	forklarer det; fortolker det
sukuiaappaa	nil
sukuiaaserpaa	nil
sukuiaasiuppaa	nil
sukuiaassivoq	nil
sukuiaat	forklaring (-en); fortolkning (-en)
sukuiaataasumik misissuineq	analyserende undersøgelse
sukuiaataavoq	nil
sukuiaavoq	nil
sukujuit	småting som ikke er til nogen nytte
sukul`upoorpoq	nil
sukul`upoortorsuuvoq	nil
sukullerpoq	tager sig en skrå
sukulliuppaa	nil
sukulooq	skrå (-en) (i munden)
sukulooqarpoq	nil
sukuloorpoq	har en skrå i munden
sukuloorsinnaavoq	nil
sukuloortuuvoq	nil
sukuluersarpaa	nil
sukuluiarpaa	gør det rent
sukuluippoq	nil
sukuluisaartoq	omhyggelig
sukuluit	skidt (-et); snavs (-et)
sukuluk	nil
sukulupoorneq	skørbug (-en)
sukulupoorneq	skørbug
sukulupoorpoq	har skørbug
sukulusserpoq	nil
sukulussersorpoq	nil
sukulussiuppaa	nil
sukulutanngueruppoq	nil
sukuluussaq	skråtobak (-ken)
sukuluussarsivoq	nil
sukuluussaataa	nil
sukumerpaa	fremstiller det udtømmende
sukumiilluartumik	gennemgribende
sukumiisumik ersarissumillu iliuuseqarneq	konkretisering
sukumiisumik misissuineq	kulegravning
sukumippaa	fremstiller det udtømmende
sukumivippaa	nil
sukusiorpoq	nil
sukusiortaqinak	nil
sukutseq	nil
sukutsianiippa?	nil
sukutsitat, isiginneriaatsit	aspekter
sukuutseq	nil
sukuutserluni arsarneq	ishockey
sukuutserpoq	løber på skøjter
sukuutsillaqqippoq	nil
sukuutsit	skøjter (-ne)
sukaasiuinnarpoq	nil
sukaat	nil
sukaataavoq	nil
sukaavoq	nil
sukaavaa	nil
suleqat	kollega
suleqat	kollega (-en); arbejdskammerat (-en); makker (-en)
suleqat; sammisaqateqat	samarbejdspartner
suleqatigeerusussuseqarneq	samarbejdsånd
suleqatigiikkuutaarneq	gruppearbejde
suleqatigiinneq	gruppearbejde
suleqatigiinneq	samarbejde
suleqatigiinnissamik isumaqatigiissut	associeringsaftale
suleqatigiit	arbejdsgruppe (-n)
suleqatigiit/ingerlatseqatigiit	konsortium
suleqaanuna!	hvad bilder du dig ind!
suleqaat	nil
suleriaaseq	forretningsgang
suleriaaseq	forretningsorden
suleriaaseq	forretningsgang
suleriaaseqarneq; suliassanik ingerlatsineq	forretningsorden
suleriaasissaq	forretningsorden
sulersuaq	nil
sulerusunngissuseq	arbejdsvægring
suli	endnu
suli	stadig
suli siaruagaanngitsoq iml. pilinngitsoq (naleqq. ersinngitsoq)	latent
suliakkerpoq	nil
suliakkerpaa	nil
suliamik allanngortitsineq	opgaveomlægning
suliamik ilinniagaqanngitsoq	ikke-faglært
suliamik ilinniagaqarsimasoq	faglært
suliamik ilinniarsimasoq	professionel
suliamik ingerlatsineq	produktion
suliamik ingerlatsisoq	sagsbehandler
suliamik isumaqatigiinngissuteqarneq; akerleriissutit fagimut tunng	faglig strid
suliamik misiliinissamik isumaqatigiissut	praktikaftale
suliamik misiliinissamut pilersaarut	praktikplan
suliamik paasissutissiineq	sagsoplysning
suliamik sungiusartoq/misiliisoq	praktikant
suliamik tunniussineq	opgaveaflevering
suliamik unitsitsineq/-gallarneq	arbejdsafbrydelse
suliamik/ilinniakkamik misiliineq	praktik
suliamit pissuteqartoq	arbejdsbetinget
suliamut atasoq,	faglig
suliamut atatillugu angalanermi sillimmasiineq	rejseforsikring
suliamut avatangiisinullu tunngatillugu nakorsaaserineq	arbejds- og miljømedicin
sulianik ilisimalersitaaneq	aktindsigt
suliannaaq	nil
sulianut tunngaviusumik ilinniarnerit	faglige grunduddannelser
suliap ajunngitsumik suliarineqarsimaneranik misissuinissamut piffi	garantiperiode
suliap ataqqinaataa; suliap piumasarsuutissaannginnera	fagets etik
suliap ingerlanneqarnerani aningaasartuutit	sagsomkostninger
suliap/-ssiissutip suliarineqarnera; aalajangigassamik piareersaane	sagsbehandling
suliaq	aktivitet
suliaq	arbejde (-t); beskæftigelse (-n)
suliaq	beskæftigelse
suliaq (naleqq. atorfik aamma inuussutissarsiut)	profession
suliaq (naleqq. naammassisaq)	præstation
suliaq ilinniarsimasaq; ilinniagassaq; atuartitsissut; assassoriaas	fag
suliaq ingerlanneqartoq/-lareersoq	verserende sag
suliaq pissutigalugu nappaat	arbejdsbetinget sygdom
suliaq; suliassaq; suliassiissut	sag
suliaq/pineqartoq	sag
suliaqarfigisaq (naleqq. iliortaaseq aamma pisaaseq)	praksis
Suliaqarfinnut agguaanneqarneq	funktionel fordeling
suliaqarluni ilinniartitsineq	klinisk undervisning
suliaqarnikkut ilikkariartorneq	learning by doing (eng.)
suliaqarpoq	er optaget af et arbejde
suliaqartitsineq	aktivering
suliareqqiineq; inerlugit nioqqutissiorneq	forædling
suliareqqippaa	omarbejder det
suliareqqitassanngortitsineq	klage
suliareqqitassanngortitsineq	anke
suliareqqitassanngortitsineq	anke
suliareqqitassanngortitsineq	genoptagelse
suliareqqitassanngortitsinissamut killigititaq	ankefrist (klagefrist)
suliareqqitassanngortitsinissamut killigititaq	klagefrist (ankefrist)
suliareqqitassanngortitsisinnaanermut killiliussaq	ankefrist
suliarinneqataasinnaannginneq; aalajangeeqataasinnaannginneq	inhabilitet
suliarinneriaaseq inassutiginanngitsoq	utilrådelig indgrib
suliarinninneq (naleqq. passussineq aamma katsorsaaneq)	behandling
suliarinninneq; allaaserinninneq	udfærdigelse
suliarinninneq; naammassinninniarneq	udførelse
suliarinninnissamut isumaqatigiissut	entreprisekontrakt
suliarinnittussarsiuussineq (tamanut ammasumik)	licitation
suliarisamut/ilinniakkamut tunngasoq	faglighed
suliarisassat allassimaffiat	kommissorium
suliaritilertortarfik	ambulatorium
suliaritinnissaq sioqqullugu	før operation
suliaritittarnerit allattorsimaffiat	journal
suliariumannittussarsiuineq	licitation (-en)
suliariumannittussarsiuussineq	licitation
Suliariumannittussarsiuussineq	licitation
suliartorpoq	er gået på arbejde
suliaraa	arbejder med det; beskæftiger sig med det; gør noget ved det
suliaraa	udfærdige
suliaraajuk?	nil
suliassami nalunaajaateqarneq	vidnesbyrd i sagen
suliassami peqataaneq; suliassamut attuumassuteqarneq	part i sagen
suliassamik nalunaarsuineq	problemformulering
suliassamik piareersaasiorneq	handleplan (jf. handlingsplan)
suliassamik piareersaasiorneq	handlingsplan (jf. handleplan)
suliassamik tigusiffigisaq; imittoq	kontrahent
suliassamut pisuusoq	sagvolder
suliassanik agguataarineq	opgavefordeling
suliassanik isumaginninnginneq	forsømmelse
suliassanik aaqqiineq	opgaveløsning
suliassanngortitaq	sagsøgt
suliassanngortitsineq	indbringelse
suliassanngortitsineq	anlægge en sag
suliassanngortitsineq	sagsanlæg
suliassaq	det der skal gøres; arbejde (-t); opgave (-n)
suliassaq  (suliaq (hj.b.nr.6 1990 om censor v. Ilisimatusarfik))	opgave
suliassaq nukinginnartoq	hastesag (-en)
suliassaq aappariinnermut tunngasoq	ægteskabssag
suliassaq/sanaassaq (sulisartunit)	entreprise
Suliassaqarnerup annertussusia	Beskæftigelsesvolumen
suliassaqartitsiniarneq	arbejdsvæsenet
suliassaqartitsiniut	beskæftigelsesprojekt
suliassaqartitaaneq; suliassaqartitaasoq; suliaq (toqqagaanikkut su	hverv
Suliassaqassuseq	Beskæftigelsesgrad
suliassarpiaq	specifik opgave
suliassarpiaat	specifikke opgaver
suliassat	funktioner
Suliassat nammatassallu agguataarnerat	Opgave- og byrdefordelingen
suliassat/suliat	funktioner
suliasseqqinneqar(tar)neq	merarbejde
suliassersorpaa	overbebyrder ham med arbejde
suliassersuiffik	arbejdsformidlingen
suliassiisoq	sagsøger
suliassikkumavaa	nil
suliassippaa	giver ham et arbejde at udføre; giver ham en opgave
suliassissutigaa	nil
suliassaatillit sulisullu	arbejdsmarked
suliat	funktioner
suliat aqqutigalugit attaviiit	professionelle netværk
suliat aqqutigalugit attaviit	det professionelle netværk
suliat tapertariissillugit	tværfaglig
suliat tapertariissillugit suleqatigiinneq	tværfagligt samarbejde
suliat/sammisat/ilisimasat peqatigiissillugit suleqatigiinneq	tværsektionel samarbejde
suliat/sammisat/ilisimasat tapertariisillugit	tværfaglig
suliaviup saniatigut suliat	kombinationsbeskæftigelse
Suliffeqannginneq	Ledighed
suliffeqannginneq; naparliinnarneq	lediggang
Suliffeqanngitsut nalunaarsorneqarsimanngitsut	Uregistrerede ledige
Suliffeqanngitsut procentinngorlugit	Ledighedsprocent
suliffeqarfiit aningaasaqarniarnerat	virksomhedsøkonomi
Suliffeqarfiit aningaasarsisitsisartut	Lønudbetalende virksomheder
Suliffeqarfiit namminersortitat	Nettostyrede virksomheder
suliffeqarfik	institution (-er)
suliffeqarfik	virksomhed
suliffeqarfik imminut ingerlatittoq	n selvejende institution
suliffeqarfik sinnerlugu iliuuseqarsinnaanermut piginnaatitsissut	prokura
suliffeqarfimmik ingerlatseriaaseq (naleqq. aqutsineq)	management (eng.)
suliffeqarfissuaq immikkoortortalik	koncern
suliffeqarfissuit namminersortunut suliakkiisartut; suliffeqarfiit	koncessionerede selskaber
suliffeqarneq	arbejdsmarked
Suliffeqarneq	Beskæftigelse
Suliffeqarnermit soraarnerussutisianut tapiliussat	Arbejdsmarkedets Tillægspension
suliffeqartitsinermi pissutsit; sulisartoqarnermut tunngasut	arbejdsmarkedsforhold
Suliffigissaasut	Arbejdsmiljørådet i Grønland
suliffiit sulisut atugaannut naleqqussakkat	konjunkturbestemme arbejdspladser
suliffiit/-ssat nalunaarsorsimaffiat/-sorneqarnerat	arbejdsmarkedsstatistik
suliffik	nil
suliffik (piffissaq) nalinginnaasoq	arbejdstid, normal
suliffik I	arbejdsplads (-en); arbejdssted (-et)
suliffik II	arbejdstid (-en)
suliffik suliamik misiliiffik	praktikvirksomhed
suliffik sungiusarfissaq	praktikplads
suliffik; (aalajangersumik) suliaq/-t	arbejdsområde
suliffimmi avatangiisit; suliffik	arbejdsmiljø
suliffimmi isumaqatigiinngissuteqalerneq	arbejdskonflikt
suliffimmi pineqartumi oqaloqatigiissitsineq (isumaqatigiinngissute	lokal forhandling (strid)
suliffimmi sungiusarluni ilinniartitaaneq	praktikuddannelse
suliffimmi sungiusarneq	praktikophold
suliffimmit tunuarnermi pissarsiassanut konto	fratrædelsesgodtgørelseskonto
suliffimmut atasumik inigisaq; atorfilittut inigisaq	tjenestebolig
suliffimmut atatillugu inigisami telefoni; atorfeqarfimmi inigisat	boligtjenestetelefon
suliffissamik innersuussineq	arbejdsanvisning
suliffissaqarfinnut attuumassuteqarneq	arbejdsmarkedet, tilknytning til
Suliffissaqartitsiniarnermut Pisortaqarfik	Arbejdsmarkedsdirektoratet
suliffissaqartitsiniut	beskæftigelsesforanstaltning
suliffissaqartitsiniut	kba
suliffissarsiortoq	arbejdssøgende
suliffissarsiortut killilersimaarneqarnerat	arbejdskrafttilgang, regulering af
suliffissarsiuussiffik	arbejdsmarkedskontor (-et)
suliffissarsiuussineq	arbejdsformidling
suliffissarsiuussisarfik	arbejdsmarkedsforvaltning
suliffissarsiuussisarfik	arbejdsmarkedskontor
suliffissarsiuussisarfik (allaffik)	arbejdsmarkedskontoret
suliffissarsiuussisarfik (LM) (nalinginnaasoq atortoq)	arbejdsmarkedskontoret
suliffissuaq	nil
suliffissuaq	fabrik (-ken)
suliffissuaqarnermut atuineq	industriel udnyttelse
suliffissuaqarnermut tunngasoq/-sut	industriel
suliffissaaleqineq	ledighed
suliffissaaleqineq	arbejdsløshed (-en)
suliffissaaleqineq	arbejdsløshed
Suliffissaaleqineq	Arbejdsløshed
suliffissaaleqineq; suliffissaarunneq	arbejdsløshed
suliffissaaleqinermi annertussusileriikkanik ikiorsiineq	takstmæssig hjælp i forb. med arbejdsløshed
suliffissaaleqisoq	arbejdsløs
suliffissaaleqisunut suliffissaqartitsiniarfik; konjunkturbestemt a	kba-projekt
suliffissaarunneq	arbejdsløshed
suliffissaarunnermi ikiorsiissutit annertussusileriikkat	arbejdsløshed, takstmæssig hjælp under
suliffissaaruttoq	arbejdsløs; en arbejdsledig
suliffiup sivisussusia	arbejdstid (-en)
suliffiup sivisussusissaanut malittarisassat	arbejdstidsregler
suliffiutillit	arbejdsmarkedsparter
suligasuaat (tak. datamaskine)	datamaskine
suligooq	nil
sulikkerpoq	kaster sig ud i arbejdet
sulikkuloqaasi!	nil
sulikkuloqaat!	hvad i alverden bilder du dig ind!
sulikkuloqaat!	nil
sulilersitsineq	aktivering
sulilluarpoq	nil
sulilluni ilinniarneq	uddannelsespraktik
sulilluni ilinniarneq	praktik
sulilluni ilinniarneq	praktikuddannelsen
sulilluni ilinniartitsineq	praktisk undervisning
sulilluni ilinniartitaaneq	praktikuddannelse
sulilukkumatooq	nil
suliluppoq	pusler med et eller andet
sulilussinnaavoq	nil
suliluttaannarpoq	nil
suliluunniit	nil
sulineq	det at arbejde; arbejde (-t); beskæftigelse (-n)
sulineq	virksomhed
Sulinermi ajoqusersinnaanermut sillimasiisarfik	Arbejdsskadeforsikring
Sulinermi ajoqusersinnaanermut sillimasiisarnermut ataatsimiititali	Nævnet for Arbejdsskadeforsikring
Sulinermik Inuussutissarsiuteqartut Kattuffiat (naal SIK)	Den grønlandske Lønmodtagerorganisation; SIK
Sulinermik Inuussutissarsiuteqartut Katuffiat (Kalaallit Nunaanni)	Grønlands Arbejder Sammenslutning
Sulinermik inuussutissarsiuteqartut sillimatinut aningaasaateqarfia	Lønmodtagernes Garantifond
sulinermik inuussutissarsiutillit kattuffiat	lønmodtagerorganisation
sulinermik misissuinerit	arbejdsstudier
sulinermikkut ilikkarsimasut	tillærte
sulinermut misilitsinneq	arbejdsprøvning
sulinerpoq	nil
suliniarneq	indsats
sulinikkut aningaasarsiat; aningaasarsiat	arbejdsindtægt
sulinikkut ersitsumik nittaaneq	præstation
sulinikkut ilinniartinneqarneq	oplæring, praktisk
sulinikkut isertitat/iluanaarutit	arbejdsfortjeneste
suliniut	aktivitet
suliniut	projekt
suliniut (iliuutsinut tapertassatut)	tiltag
suliniut; qanoq iliuuseqarneq	initiativ
sulinngiffeqarallarneq; isumaqatigiissuteqarluni sulinngikkallarneq	orlov
sulinngiffeqarluni angalaneq	ferierejse (-n)
sulinngiffeqarneq	ferie (-n)
sulinngiffeqarneq	ferie
sulinngiffeqarnermi tapisiat	orlovsydelse
Sulinngiffeqarnersiutit	Feriegodtgørelse
sulinngiffik	nil
sulinngiffik	fritid (-en); ferie (-n)
sulinngikkallarneq	tjenestefrihed (-en); orlov (-en)
sulinnginneq; najuutinnginneq; peqataannginneq	fravær
sulinnivoq	man kan se at han har arbejdet
suliorpa?	nil
suliortarpa?	nil
Sulisa A/S	Sulisa A/S
sulisartoq	en faglært arbejder
sulisartoq	arbejdsmand
sulisartoq ilinniagaqarsimasoq (tak. håndværkeri)	håndværker
sulisartoqarnermut ministeri	arbejdsminister
sulisartuinnaq	en ufaglært arbejder
Sulisartut Højskoliat	Arbejderhøjskolen
sulisartut kattuffiat sik	lønmodtagerorganisationen sik
sulisilluni ajoquseriataarsinnaanissamut sillimmasiineq	arbejdskadeforsikring
sulisinnaajunnaarneq; sulisinnaannginneq	uarbejdsdygtighed
sulisinnaalersitseqqinniaaneq	revalidere
sulisinnaaneq/-ssuseq; inuussutissarsiorsinnaaneq	erhvervsevne
sulisinnaannginneq	arbejdsudygtighed
sulisinnaasoq	arbejdsduelig
Sulisinnaasutut ukioqarneq	Arbejdsdygtig alder
sulisinnaatitaaneq	autorisation
sulisitsinermi ilinniarneq	mesterlære
sulisitsisoq	arbejdsgiver
sulisitsisoq	arbejdsgiver (-en)
sulisitsisoq	arbejdsgiver
sulisitsisunik nakkutilliineq	arbejdsgiverkontrol
sulisitsisunik nalunaarsuutit	arbejdsgiverregister
sulisitsisunut akiliutit	mesterafregning
sulisitsisunut nalunaarsuutit	arbejdsgiverregister
sulisitsisup (akileraartartutut) normua	arbejdsgivernummer
sulisitsisup kommune najugaa	arbejdsgiverkommune
sulisitsisup kommunea .	arbejdsgiverkommune
sulisitsisup suliffimmik matusinera; suliffeqarfiup sulisussaajunna	lock out
Sulisitsisut Ilinniartitaanermut Akiliutaat	Arbejdsgivernes erhvervsuddannelsesbidrag
Sulisitsisut Inussutissarsiutinut Ilinniartitaanersiutinut Akileeqq	AEB
sulisitsisut kattuffiat	arbejdsgiverorganisation
Sulisitsisut Peqatigiiffiat	Grønlands Arbejdsgiverforening
sulisitsiumajunnaarneq	lockout (-en)
sulisoq	arbejdstager
sulisoq	personale
sulisoq; sulisitaq	tjenestegørende
Sulisoqarnermut aningaasartuutit	Personaleomkostninger
sulisoqarnermut konto	personaleplejekonto
Sulisoqarnermut Pisortaqarfik	Personaledirektoratet
sulisoqarnermut tunngasut	personaleforhold
sulisoreriikkat; sulisussamaatit	fysiske ressourcer
sulisorineqartut amerlassusiligaanerat	personalenormering
sulisorisat	personale
sulissukkumavaa	nil
sulissulluarpaa	nil
sulissuppaa	arbejder for ham
sulissutigisassaq ikaarsaarutissaq	overgangsforanstaltning
sulissutigisassat naleqquttut	foranstaltninger, egnede
sulissutigaa	arbejder på det
sulisumut inigitikkallagaq, utaqqiisaagallartumik inigisaq	vakantbolig
sulisunik inerisaaneq	personaleudvikling
sulisunut inissiat	personaleboliger
sulisussalersorneq	rekruttering af arbejdskraft
sulisussamaatit; (sulisussatut) piareersimareersut	ressourcer, fysiske
sulisussat	arbejdskraft
sulisussat; sulisussarsiat	arbejdskrafttilgang
sulisussatut isumalluutit; sulisussamaatit	arbejdskraftreserver
sulisussaaleqineq	arbejdskraftmangel
sulisut	personale (-t); de ansatte
Sulisut	Arbejdsstyrken
sulisut sinniisaat	tillidsrepræsentanter
sulisut, inuussutissarsiortut kattuffii	organisationer
sulisutut atorfeqartitat; sulisoq	ansat
sulitilluni ajoquserneq	arbejdsskade
sulitilluni ajoquserneq	arbejdsulykke
sulitilluni ajoqusersinnaanermut sillimmasiut	arbejdsskadeforsikring
suliumajunnaarneq	strejke
suliumajunnaarneq	strejke (-n); arbejdsnedlæggelse (-n)
suliumanani naparliinnarneq	ulovlig lediggang
suliumatooq	nil
suliumatussuseq (naleqq. eqineq)	foretagsomhed
suliuna	nil
suliunnaarpoq	nil
sulivallaarpoq	nil
sulivoq	arbejder; beskæftiger sig med noget
sulivoq	arbejde
suliaavoq	nil
sullanneq	nil
sullanniiarpaa	nil
sullappoq	der er føget sne ind i det
sullappaa	nil
sullartoq	nil
sullatsaalisaavoq	nil
sullatsaalivaa	beskytter det
sullerippoq	er dygtig til sit arbejde
sullerissivoq	nil
sullerissuuvoq	nil
sullikkumavaa	nil
sullineeruppoq	nil
sullineq	insekt (-et)
Sullinermi ajoquserneq	Arbejdsskade
sullinersiorpoq	nil
sullinertuumasut	insektædere (-æderne)
sullinneqarnermut akiliut	ekspeditionsgebyr
sullinaarsuit	nil
sullippoq	nil
sullippaa	arbejder for ham
sulliserpoq	kaster sig ud i arbejdet
sullisigaa	nil
